+ACI-date+ACI-,+ACI-product+ACI-,+ACI-sales+ACI-,+ACI-day+AF8-of+AF8-week+ACI-,+ACI-month+ACI-,+ACI-quarter+ACI-,+ACI-year+ACI-,+ACI-day+AF8-of+AF8-year+ACI-,+ACI-sales+AF8-rolling+AF8-7+ACI-,+ACI-sales+AF8-rolling+AF8-30+ACI-,+ACI-sales+AF8-lag+AF8-1+ACI-,+ACI-sales+AF8-lag+AF8-7+ACI-,,
2024+AC0-09+AC0-21,+ACI-Widget B+ACI-,22,5,9,3,2024,265,+ACI-21.571428571428573+ACI-,+ACI-23.066666666666666+ACI-,+ACI-16.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-09+AC0-22,+ACI-Widget B+ACI-,21,6,9,3,2024,266,+ACI-22.714285714285715+ACI-,+ACI-22.966666666666665+ACI-,+ACI-22.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-09+AC0-23,+ACI-Widget B+ACI-,25,0,9,3,2024,267,+ACI-23.571428571428573+ACI-,+ACI-23.1+ACI-,+ACI-21.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-09+AC0-24,+ACI-Widget B+ACI-,32,1,9,3,2024,268,+ACI-24.714285714285715+ACI-,+ACI-23.066666666666666+ACI-,+ACI-25.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-09+AC0-25,+ACI-Widget B+ACI-,34,2,9,3,2024,269,+ACI-26.428571428571427+ACI-,+ACI-23.366666666666667+ACI-,+ACI-32.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-09+AC0-26,+ACI-Widget B+ACI-,24,3,9,3,2024,270,+ACI-24.857142857142858+ACI-,+ACI-23.466666666666665+ACI-,+ACI-34.0+ACI-,+ACI-35.0+ACI-,,
2024+AC0-09+AC0-27,+ACI-Widget B+ACI-,22,4,9,3,2024,271,+ACI-25.714285714285715+ACI-,+ACI-23.3+ACI-,+ACI-24.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-09+AC0-28,+ACI-Widget B+ACI-,26,5,9,3,2024,272,+ACI-26.285714285714285+ACI-,+ACI-23.5+ACI-,+ACI-22.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-09+AC0-29,+ACI-Widget B+ACI-,21,6,9,3,2024,273,+ACI-26.285714285714285+ACI-,+ACI-23.2+ACI-,+ACI-26.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-09+AC0-30,+ACI-Widget B+ACI-,23,0,9,3,2024,274,+ACI-26.0+ACI-,+ACI-23.2+ACI-,+ACI-21.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-10+AC0-01,+ACI-Widget B+ACI-,29,1,10,4,2024,275,+ACI-25.571428571428573+ACI-,+ACI-23.566666666666666+ACI-,+ACI-23.0+ACI-,+ACI-32.0+ACI-,,
2024+AC0-10+AC0-02,+ACI-Widget B+ACI-,24,2,10,4,2024,276,+ACI-24.142857142857142+ACI-,+ACI-23.666666666666668+ACI-,+ACI-29.0+ACI-,+ACI-34.0+ACI-,,
2024+AC0-10+AC0-03,+ACI-Widget B+ACI-,20,3,10,4,2024,277,+ACI-23.571428571428573+ACI-,+ACI-23.3+ACI-,+ACI-24.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-10+AC0-04,+ACI-Widget B+ACI-,29,4,10,4,2024,278,+ACI-24.571428571428573+ACI-,+ACI-23.633333333333333+ACI-,+ACI-20.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-10+AC0-05,+ACI-Widget B+ACI-,26,5,10,4,2024,279,+ACI-24.571428571428573+ACI-,+ACI-23.633333333333333+ACI-,+ACI-29.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-10+AC0-06,+ACI-Widget B+ACI-,26,6,10,4,2024,280,+ACI-25.285714285714285+ACI-,+ACI-23.8+ACI-,+ACI-26.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-10+AC0-07,+ACI-Widget B+ACI-,23,0,10,4,2024,281,+ACI-25.285714285714285+ACI-,+ACI-23.8+ACI-,+ACI-26.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-10+AC0-08,+ACI-Widget B+ACI-,31,1,10,4,2024,282,+ACI-25.571428571428573+ACI-,+ACI-23.966666666666665+ACI-,+ACI-23.0+ACI-,+ACI-29.0+ACI-,,
2024+AC0-10+AC0-09,+ACI-Widget B+ACI-,25,2,10,4,2024,283,+ACI-25.714285714285715+ACI-,+ACI-24.033333333333335+ACI-,+ACI-31.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-10+AC0-10,+ACI-Widget B+ACI-,11,3,10,4,2024,284,+ACI-24.428571428571427+ACI-,+ACI-23.766666666666666+ACI-,+ACI-25.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-10+AC0-11,+ACI-Widget B+ACI-,23,4,10,4,2024,285,+ACI-23.571428571428573+ACI-,+ACI-23.766666666666666+ACI-,+ACI-11.0+ACI-,+ACI-29.0+ACI-,,
2024+AC0-10+AC0-12,+ACI-Widget B+ACI-,26,5,10,4,2024,286,+ACI-23.571428571428573+ACI-,+ACI-23.866666666666667+ACI-,+ACI-23.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-10+AC0-13,+ACI-Widget B+ACI-,12,6,10,4,2024,287,+ACI-21.571428571428573+ACI-,+ACI-23.266666666666666+ACI-,+ACI-26.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-10+AC0-14,+ACI-Widget B+ACI-,18,0,10,4,2024,288,+ACI-20.857142857142858+ACI-,+ACI-23.4+ACI-,+ACI-12.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-10+AC0-15,+ACI-Widget B+ACI-,26,1,10,4,2024,289,+ACI-20.142857142857142+ACI-,+ACI-23.833333333333332+ACI-,+ACI-18.0+ACI-,+ACI-31.0+ACI-,,
2024+AC0-10+AC0-16,+ACI-Widget B+ACI-,32,2,10,4,2024,290,+ACI-21.142857142857142+ACI-,+ACI-24.266666666666666+ACI-,+ACI-26.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-10+AC0-17,+ACI-Widget B+ACI-,26,3,10,4,2024,291,+ACI-23.285714285714285+ACI-,+ACI-24.333333333333332+ACI-,+ACI-32.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-10+AC0-18,+ACI-Widget B+ACI-,26,4,10,4,2024,292,+ACI-23.714285714285715+ACI-,+ACI-24.466666666666665+ACI-,+ACI-26.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-10+AC0-19,+ACI-Widget B+ACI-,28,5,10,4,2024,293,+ACI-24.0+ACI-,+ACI-24.233333333333334+ACI-,+ACI-26.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-10+AC0-20,+ACI-Widget B+ACI-,23,6,10,4,2024,294,+ACI-25.571428571428573+ACI-,+ACI-24.466666666666665+ACI-,+ACI-28.0+ACI-,+ACI-12.0+ACI-,,
2024+AC0-10+AC0-21,+ACI-Widget B+ACI-,32,0,10,4,2024,295,+ACI-27.571428571428573+ACI-,+ACI-24.8+ACI-,+ACI-23.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-10+AC0-22,+ACI-Widget B+ACI-,19,1,10,4,2024,296,+ACI-26.571428571428573+ACI-,+ACI-24.733333333333334+ACI-,+ACI-32.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-10+AC0-23,+ACI-Widget B+ACI-,28,2,10,4,2024,297,+ACI-26.0+ACI-,+ACI-24.833333333333332+ACI-,+ACI-19.0+ACI-,+ACI-32.0+ACI-,,
2024+AC0-10+AC0-24,+ACI-Widget B+ACI-,25,3,10,4,2024,298,+ACI-25.857142857142858+ACI-,+ACI-24.6+ACI-,+ACI-28.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-10+AC0-25,+ACI-Widget B+ACI-,28,4,10,4,2024,299,+ACI-26.142857142857142+ACI-,+ACI-24.4+ACI-,+ACI-25.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-10+AC0-26,+ACI-Widget B+ACI-,26,5,10,4,2024,300,+ACI-25.857142857142858+ACI-,+ACI-24.466666666666665+ACI-,+ACI-28.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-10+AC0-27,+ACI-Widget B+ACI-,22,6,10,4,2024,301,+ACI-25.714285714285715+ACI-,+ACI-24.466666666666665+ACI-,+ACI-26.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-10+AC0-28,+ACI-Widget B+ACI-,24,0,10,4,2024,302,+ACI-24.571428571428573+ACI-,+ACI-24.4+ACI-,+ACI-22.0+ACI-,+ACI-32.0+ACI-,,
2024+AC0-10+AC0-29,+ACI-Widget B+ACI-,29,1,10,4,2024,303,+ACI-26.0+ACI-,+ACI-24.666666666666668+ACI-,+ACI-24.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-10+AC0-30,+ACI-Widget B+ACI-,24,2,10,4,2024,304,+ACI-25.428571428571427+ACI-,+ACI-24.7+ACI-,+ACI-29.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-10+AC0-31,+ACI-Widget B+ACI-,17,3,10,4,2024,305,+ACI-24.285714285714285+ACI-,+ACI-24.3+ACI-,+ACI-24.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-11+AC0-01,+ACI-Widget B+ACI-,16,4,11,4,2024,306,+ACI-22.571428571428573+ACI-,+ACI-24.033333333333335+ACI-,+ACI-17.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-11+AC0-02,+ACI-Widget B+ACI-,22,5,11,4,2024,307,+ACI-22.0+ACI-,+ACI-24.1+ACI-,+ACI-16.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-11+AC0-03,+ACI-Widget B+ACI-,28,6,11,4,2024,308,+ACI-22.857142857142858+ACI-,+ACI-24.066666666666666+ACI-,+ACI-22.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-11+AC0-04,+ACI-Widget B+ACI-,23,0,11,4,2024,309,+ACI-22.714285714285715+ACI-,+ACI-23.966666666666665+ACI-,+ACI-28.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-11+AC0-05,+ACI-Widget B+ACI-,26,1,11,4,2024,310,+ACI-22.285714285714285+ACI-,+ACI-23.966666666666665+ACI-,+ACI-23.0+ACI-,+ACI-29.0+ACI-,,
2024+AC0-11+AC0-06,+ACI-Widget B+ACI-,18,2,11,4,2024,311,+ACI-21.428571428571427+ACI-,+ACI-23.8+ACI-,+ACI-26.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-11+AC0-07,+ACI-Widget B+ACI-,22,3,11,4,2024,312,+ACI-22.142857142857142+ACI-,+ACI-23.5+ACI-,+ACI-18.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-11+AC0-08,+ACI-Widget B+ACI-,24,4,11,4,2024,313,+ACI-23.285714285714285+ACI-,+ACI-23.466666666666665+ACI-,+ACI-22.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-11+AC0-09,+ACI-Widget B+ACI-,26,5,11,4,2024,314,+ACI-23.857142857142858+ACI-,+ACI-23.966666666666665+ACI-,+ACI-24.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-11+AC0-10,+ACI-Widget B+ACI-,15,6,11,4,2024,315,+ACI-22.0+ACI-,+ACI-23.7+ACI-,+ACI-26.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-11+AC0-11,+ACI-Widget B+ACI-,27,0,11,4,2024,316,+ACI-22.571428571428573+ACI-,+ACI-23.733333333333334+ACI-,+ACI-15.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-11+AC0-12,+ACI-Widget B+ACI-,22,1,11,4,2024,317,+ACI-22.0+ACI-,+ACI-24.066666666666666+ACI-,+ACI-27.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-11+AC0-13,+ACI-Widget B+ACI-,22,2,11,4,2024,318,+ACI-22.571428571428573+ACI-,+ACI-24.2+ACI-,+ACI-22.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-11+AC0-14,+ACI-Widget B+ACI-,21,3,11,4,2024,319,+ACI-22.428571428571427+ACI-,+ACI-24.033333333333335+ACI-,+ACI-22.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-11+AC0-15,+ACI-Widget B+ACI-,23,4,11,4,2024,320,+ACI-22.285714285714285+ACI-,+ACI-23.733333333333334+ACI-,+ACI-21.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-11+AC0-16,+ACI-Widget B+ACI-,21,5,11,4,2024,321,+ACI-21.571428571428573+ACI-,+ACI-23.566666666666666+ACI-,+ACI-23.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-11+AC0-17,+ACI-Widget B+ACI-,17,6,11,4,2024,322,+ACI-21.857142857142858+ACI-,+ACI-23.266666666666666+ACI-,+ACI-21.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-11+AC0-18,+ACI-Widget B+ACI-,28,0,11,4,2024,323,+ACI-22.0+ACI-,+ACI-23.266666666666666+ACI-,+ACI-17.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-11+AC0-19,+ACI-Widget B+ACI-,15,1,11,4,2024,324,+ACI-21.0+ACI-,+ACI-23.0+ACI-,+ACI-28.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-11+AC0-20,+ACI-Widget B+ACI-,34,2,11,4,2024,325,+ACI-22.714285714285715+ACI-,+ACI-23.066666666666666+ACI-,+ACI-15.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-11+AC0-21,+ACI-Widget B+ACI-,43,3,11,4,2024,326,+ACI-25.857142857142858+ACI-,+ACI-23.866666666666667+ACI-,+ACI-34.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-11+AC0-22,+ACI-Widget B+ACI-,30,4,11,4,2024,327,+ACI-26.857142857142858+ACI-,+ACI-23.933333333333334+ACI-,+ACI-43.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-11+AC0-23,+ACI-Widget B+ACI-,22,5,11,4,2024,328,+ACI-27.0+ACI-,+ACI-23.833333333333332+ACI-,+ACI-30.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-11+AC0-24,+ACI-Widget B+ACI-,18,6,11,4,2024,329,+ACI-27.142857142857142+ACI-,+ACI-23.5+ACI-,+ACI-22.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-11+AC0-25,+ACI-Widget B+ACI-,22,0,11,4,2024,330,+ACI-26.285714285714285+ACI-,+ACI-23.366666666666667+ACI-,+ACI-18.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-11+AC0-26,+ACI-Widget B+ACI-,25,1,11,4,2024,331,+ACI-27.714285714285715+ACI-,+ACI-23.466666666666665+ACI-,+ACI-22.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-11+AC0-27,+ACI-Widget B+ACI-,26,2,11,4,2024,332,+ACI-26.571428571428573+ACI-,+ACI-23.533333333333335+ACI-,+ACI-25.0+ACI-,+ACI-34.0+ACI-,,
2024+AC0-11+AC0-28,+ACI-Widget B+ACI-,28,3,11,4,2024,333,+ACI-24.428571428571427+ACI-,+ACI-23.5+ACI-,+ACI-26.0+ACI-,+ACI-43.0+ACI-,,
2024+AC0-11+AC0-29,+ACI-Widget B+ACI-,19,4,11,4,2024,334,+ACI-22.857142857142858+ACI-,+ACI-23.333333333333332+ACI-,+ACI-28.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-11+AC0-30,+ACI-Widget B+ACI-,30,5,11,4,2024,335,+ACI-24.0+ACI-,+ACI-23.766666666666666+ACI-,+ACI-19.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-12+AC0-01,+ACI-Widget B+ACI-,19,6,12,4,2024,336,+ACI-24.142857142857142+ACI-,+ACI-23.866666666666667+ACI-,+ACI-30.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-12+AC0-02,+ACI-Widget B+ACI-,17,0,12,4,2024,337,+ACI-23.428571428571427+ACI-,+ACI-23.7+ACI-,+ACI-19.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-12+AC0-03,+ACI-Widget B+ACI-,18,1,12,4,2024,338,+ACI-22.428571428571427+ACI-,+ACI-23.366666666666667+ACI-,+ACI-17.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-12+AC0-04,+ACI-Widget B+ACI-,23,2,12,4,2024,339,+ACI-22.0+ACI-,+ACI-23.366666666666667+ACI-,+ACI-18.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-12+AC0-05,+ACI-Widget B+ACI-,28,3,12,4,2024,340,+ACI-22.0+ACI-,+ACI-23.433333333333334+ACI-,+ACI-23.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-12+AC0-06,+ACI-Widget B+ACI-,27,4,12,4,2024,341,+ACI-23.142857142857142+ACI-,+ACI-23.733333333333334+ACI-,+ACI-28.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-12+AC0-07,+ACI-Widget B+ACI-,17,5,12,4,2024,342,+ACI-21.285714285714285+ACI-,+ACI-23.566666666666666+ACI-,+ACI-27.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-12+AC0-08,+ACI-Widget B+ACI-,35,6,12,4,2024,343,+ACI-23.571428571428573+ACI-,+ACI-23.933333333333334+ACI-,+ACI-17.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-12+AC0-09,+ACI-Widget B+ACI-,26,0,12,4,2024,344,+ACI-24.857142857142858+ACI-,+ACI-23.933333333333334+ACI-,+ACI-35.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-12+AC0-10,+ACI-Widget B+ACI-,21,1,12,4,2024,345,+ACI-25.285714285714285+ACI-,+ACI-24.133333333333333+ACI-,+ACI-26.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-12+AC0-11,+ACI-Widget B+ACI-,19,2,12,4,2024,346,+ACI-24.714285714285715+ACI-,+ACI-23.866666666666667+ACI-,+ACI-21.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-12+AC0-12,+ACI-Widget B+ACI-,15,3,12,4,2024,347,+ACI-22.857142857142858+ACI-,+ACI-23.633333333333333+ACI-,+ACI-19.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-12+AC0-13,+ACI-Widget B+ACI-,18,4,12,4,2024,348,+ACI-21.571428571428573+ACI-,+ACI-23.5+ACI-,+ACI-15.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-12+AC0-14,+ACI-Widget B+ACI-,25,5,12,4,2024,349,+ACI-22.714285714285715+ACI-,+ACI-23.633333333333333+ACI-,+ACI-18.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-12+AC0-15,+ACI-Widget B+ACI-,18,6,12,4,2024,350,+ACI-20.285714285714285+ACI-,+ACI-23.466666666666665+ACI-,+ACI-25.0+ACI-,+ACI-35.0+ACI-,,
2024+AC0-12+AC0-16,+ACI-Widget B+ACI-,21,0,12,4,2024,351,+ACI-19.571428571428573+ACI-,+ACI-23.466666666666665+ACI-,+ACI-18.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-12+AC0-17,+ACI-Widget B+ACI-,18,1,12,4,2024,352,+ACI-19.142857142857142+ACI-,+ACI-23.5+ACI-,+ACI-21.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-12+AC0-18,+ACI-Widget B+ACI-,21,2,12,4,2024,353,+ACI-19.428571428571427+ACI-,+ACI-23.266666666666666+ACI-,+ACI-18.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-12+AC0-19,+ACI-Widget B+ACI-,25,3,12,4,2024,354,+ACI-20.857142857142858+ACI-,+ACI-23.6+ACI-,+ACI-21.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-12+AC0-20,+ACI-Widget B+ACI-,33,4,12,4,2024,355,+ACI-23.0+ACI-,+ACI-23.566666666666666+ACI-,+ACI-25.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-12+AC0-21,+ACI-Widget B+ACI-,19,5,12,4,2024,356,+ACI-22.142857142857142+ACI-,+ACI-22.766666666666666+ACI-,+ACI-33.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-12+AC0-22,+ACI-Widget B+ACI-,20,6,12,4,2024,357,+ACI-22.428571428571427+ACI-,+ACI-22.433333333333334+ACI-,+ACI-19.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-12+AC0-23,+ACI-Widget B+ACI-,15,0,12,4,2024,358,+ACI-21.571428571428573+ACI-,+ACI-22.2+ACI-,+ACI-20.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-12+AC0-24,+ACI-Widget B+ACI-,21,1,12,4,2024,359,+ACI-22.0+ACI-,+ACI-22.3+ACI-,+ACI-15.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-12+AC0-25,+ACI-Widget B+ACI-,20,2,12,4,2024,360,+ACI-21.857142857142858+ACI-,+ACI-22.233333333333334+ACI-,+ACI-21.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-12+AC0-26,+ACI-Widget B+ACI-,21,3,12,4,2024,361,+ACI-21.285714285714285+ACI-,+ACI-22.1+ACI-,+ACI-20.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-12+AC0-27,+ACI-Widget B+ACI-,25,4,12,4,2024,362,+ACI-20.142857142857142+ACI-,+ACI-22.066666666666666+ACI-,+ACI-21.0+ACI-,+ACI-33.0+ACI-,,
2024+AC0-12+AC0-28,+ACI-Widget B+ACI-,21,5,12,4,2024,363,+ACI-20.428571428571427+ACI-,+ACI-21.833333333333332+ACI-,+ACI-25.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-12+AC0-29,+ACI-Widget B+ACI-,20,6,12,4,2024,364,+ACI-20.428571428571427+ACI-,+ACI-21.866666666666667+ACI-,+ACI-21.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-12+AC0-30,+ACI-Widget B+ACI-,27,0,12,4,2024,365,+ACI-22.142857142857142+ACI-,+ACI-21.766666666666666+ACI-,+ACI-20.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-12+AC0-31,+ACI-Widget B+ACI-,24,1,12,4,2024,366,+ACI-22.571428571428573+ACI-,+ACI-21.933333333333334+ACI-,+ACI-27.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-01+AC0-01,+ACI-Widget B+ACI-,23,2,1,1,2025,1,+ACI-23.0+ACI-,+ACI-22.133333333333333+ACI-,+ACI-24.0+ACI-,+ACI-20.0+ACI-,,
2025+AC0-01+AC0-02,+ACI-Widget B+ACI-,22,3,1,1,2025,2,+ACI-23.142857142857142+ACI-,+ACI-22.266666666666666+ACI-,+ACI-23.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-01+AC0-03,+ACI-Widget B+ACI-,18,4,1,1,2025,3,+ACI-22.142857142857142+ACI-,+ACI-22.1+ACI-,+ACI-22.0+ACI-,+ACI-25.0+ACI-,,
2025+AC0-01+AC0-04,+ACI-Widget B+ACI-,16,5,1,1,2025,4,+ACI-21.428571428571427+ACI-,+ACI-21.7+ACI-,+ACI-18.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-01+AC0-05,+ACI-Widget B+ACI-,17,6,1,1,2025,5,+ACI-21.0+ACI-,+ACI-21.366666666666667+ACI-,+ACI-16.0+ACI-,+ACI-20.0+ACI-,,
2025+AC0-01+AC0-06,+ACI-Widget B+ACI-,20,0,1,1,2025,6,+ACI-20.0+ACI-,+ACI-21.466666666666665+ACI-,+ACI-17.0+ACI-,+ACI-27.0+ACI-,,
2025+AC0-01+AC0-07,+ACI-Widget B+ACI-,18,1,1,1,2025,7,+ACI-19.142857142857142+ACI-,+ACI-20.9+ACI-,+ACI-20.0+ACI-,+ACI-24.0+ACI-,,
2025+AC0-01+AC0-08,+ACI-Widget B+ACI-,18,2,1,1,2025,8,+ACI-18.428571428571427+ACI-,+ACI-20.633333333333333+ACI-,+ACI-18.0+ACI-,+ACI-23.0+ACI-,,
2025+AC0-01+AC0-09,+ACI-Widget B+ACI-,16,3,1,1,2025,9,+ACI-17.571428571428573+ACI-,+ACI-20.466666666666665+ACI-,+ACI-18.0+ACI-,+ACI-22.0+ACI-,,
2025+AC0-01+AC0-10,+ACI-Widget B+ACI-,21,4,1,1,2025,10,+ACI-18.0+ACI-,+ACI-20.533333333333335+ACI-,+ACI-16.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-01+AC0-11,+ACI-Widget B+ACI-,12,5,1,1,2025,11,+ACI-17.428571428571427+ACI-,+ACI-20.433333333333334+ACI-,+ACI-21.0+ACI-,+ACI-16.0+ACI-,,
2025+AC0-01+AC0-12,+ACI-Widget B+ACI-,11,6,1,1,2025,12,+ACI-16.571428571428573+ACI-,+ACI-20.2+ACI-,+ACI-12.0+ACI-,+ACI-17.0+ACI-,,
2025+AC0-01+AC0-13,+ACI-Widget B+ACI-,22,0,1,1,2025,13,+ACI-16.857142857142858+ACI-,+ACI-20.1+ACI-,+ACI-11.0+ACI-,+ACI-20.0+ACI-,,
2025+AC0-01+AC0-14,+ACI-Widget B+ACI-,16,1,1,1,2025,14,+ACI-16.571428571428573+ACI-,+ACI-20.033333333333335+ACI-,+ACI-22.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-01+AC0-15,+ACI-Widget B+ACI-,18,2,1,1,2025,15,+ACI-16.571428571428573+ACI-,+ACI-19.933333333333334+ACI-,+ACI-16.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-01+AC0-16,+ACI-Widget B+ACI-,15,3,1,1,2025,16,+ACI-16.428571428571427+ACI-,+ACI-19.833333333333332+ACI-,+ACI-18.0+ACI-,+ACI-16.0+ACI-,,
2025+AC0-01+AC0-17,+ACI-Widget B+ACI-,14,4,1,1,2025,17,+ACI-15.428571428571429+ACI-,+ACI-19.6+ACI-,+ACI-15.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-01+AC0-18,+ACI-Widget B+ACI-,23,5,1,1,2025,18,+ACI-17.0+ACI-,+ACI-19.533333333333335+ACI-,+ACI-14.0+ACI-,+ACI-12.0+ACI-,,
2025+AC0-01+AC0-19,+ACI-Widget B+ACI-,15,6,1,1,2025,19,+ACI-17.571428571428573+ACI-,+ACI-18.933333333333334+ACI-,+ACI-23.0+ACI-,+ACI-11.0+ACI-,,
2025+AC0-01+AC0-20,+ACI-Widget B+ACI-,22,0,1,1,2025,20,+ACI-17.571428571428573+ACI-,+ACI-19.033333333333335+ACI-,+ACI-15.0+ACI-,+ACI-22.0+ACI-,,
2025+AC0-01+AC0-21,+ACI-Widget B+ACI-,19,1,1,1,2025,21,+ACI-18.0+ACI-,+ACI-19.0+ACI-,+ACI-22.0+ACI-,+ACI-16.0+ACI-,,
2025+AC0-01+AC0-22,+ACI-Widget B+ACI-,24,2,1,1,2025,22,+ACI-18.857142857142858+ACI-,+ACI-19.3+ACI-,+ACI-19.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-01+AC0-23,+ACI-Widget B+ACI-,30,3,1,1,2025,23,+ACI-21.0+ACI-,+ACI-19.6+ACI-,+ACI-24.0+ACI-,+ACI-15.0+ACI-,,
2025+AC0-01+AC0-24,+ACI-Widget B+ACI-,22,4,1,1,2025,24,+ACI-22.142857142857142+ACI-,+ACI-19.666666666666668+ACI-,+ACI-30.0+ACI-,+ACI-14.0+ACI-,,
2025+AC0-01+AC0-25,+ACI-Widget B+ACI-,17,5,1,1,2025,25,+ACI-21.285714285714285+ACI-,+ACI-19.533333333333335+ACI-,+ACI-22.0+ACI-,+ACI-23.0+ACI-,,
2025+AC0-01+AC0-26,+ACI-Widget B+ACI-,20,6,1,1,2025,26,+ACI-22.0+ACI-,+ACI-19.366666666666667+ACI-,+ACI-17.0+ACI-,+ACI-15.0+ACI-,,
